weeks,Country,City,account_manager_name,business_segment,spend_objective,brand_name,provider_id,vendor_id,vendor_name,bolt_spend,provider_spend
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_marketing,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,0.0,142.66
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Mid-market,bolt_plus_campaign,ALEXANDRIA,82097,55211,MBH Group LLC,317.68,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Mid-market,churn,ALEXANDRIA,82097,55211,MBH Group LLC,32.71,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Mid-market,provider_campaign_obligations_commitments,ALEXANDRIA,82097,55211,MBH Group LLC,185.3,185.3
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,PLOVER BAR,76901,51398,I/E Aleksandr Markovich,28.72,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Mid-market,engagement,ALEXANDRIA,82097,55211,MBH Group LLC,49.21,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,engagement,BALANCE EXPRESS,166578,113874,BALANCE EXPRESS Tbilisi,1.74,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Mid-market,reactivation,ALEXANDRIA,82097,55211,MBH Group LLC,31.71,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,engagement,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,16.49,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,other,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,100.34,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Mid-market,acquisition,ALEXANDRIA,82097,55211,MBH Group LLC,10.5,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,churn,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,15.58,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,sp_experiment,PLOVER BAR,76901,51398,I/E Aleksandr Markovich,29.25,87.76
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,KIEVURI,75167,35305,Kievuri,22.0,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,acquisition,BALANCE EXPRESS,166578,113874,BALANCE EXPRESS Tbilisi,3.52,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,SOUP KITCHEN,84666,57214,E/I Giorgi Putkaradze,12.8,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,MINI DUBAI,94245,63110,LTD Halal Ali Baba Shawarma,40.96,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,reactivation,SOUP KITCHEN,84666,57214,E/I Giorgi Putkaradze,2.51,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,churn,IMPERI VAZISUBANI,157383,24738,LTD Fox,2.76,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,churn,MCDONALD'S,74834,50089,MC Batumi,48.18,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,sp_experiment,NUSHEBI,131649,96569,NUSHEBI Tbilisi,21.65,64.95
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,MCDONALD'S,74834,50089,MC Batumi,54.96,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,reactivation,MCDONALD'S,74834,50089,MC Batumi,38.41,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,provider_campaign_obligations_commitments,MCDONALD'S,74834,50089,MC Batumi,344.08,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,NUSHEBI,131649,96569,NUSHEBI Tbilisi,19.13,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,sp_reactivation,NUSHEBI,131649,96569,NUSHEBI Tbilisi,3.61,5.41
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,churn,SHAURMA CLUB,41103,28472,Shaurma Club,17.11,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,churn,SHAURMA CLUB,64959,28472,Shaurma Club,14.69,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,acquisition,MCDONALD'S,74834,50089,MC Batumi,50.61,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,activation,SHAURMA CLUB,41103,28472,Shaurma Club,8.57,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,engagement,SHAURMA CLUB,41103,28472,Shaurma Club,14.41,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,activation,MCDONALD'S,74834,50089,MC Batumi,5.26,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,engagement,SHAURMA CLUB,64959,28472,Shaurma Club,10.66,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,SUBWAY,128609,93954,SUBWAY GEORGIA Tbilisi,0.44,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,BROTSEULEBI,140373,103763,BROTSEULEBI Tbilisi,2.11,0.0
2026-W17,GE,Batumi,Nutsa Kotiashvili,Mid-market,sp_reactivation,WHITE BATUMI 2,154716,34996,LTD Khoshneti,9.06,13.6
2026-W17,GE,Batumi,Nutsa Kotiashvili,Mid-market,sp_activation,WHITE BATUMI 2,154716,34996,LTD Khoshneti,3.64,5.47
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,churn,SUBWAY,87716,10628,Subway Georgia 1,6.87,0.0
2026-W17,GE,Batumi,Nutsa Kotiashvili,Mid-market,sp_experiment,WHITE BATUMI 2,154716,34996,LTD Khoshneti,33.87,101.63
2026-W17,GE,Batumi,Nutsa Kotiashvili,Mid-market,sp_engagement,WHITE BATUMI 2,154716,34996,LTD Khoshneti,8.12,24.35
2026-W17,GE,Batumi,Nutsa Kotiashvili,Mid-market,bolt_plus_campaign,WHITE BATUMI 2,154716,34996,LTD Khoshneti,42.96,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,SUBWAY,87716,10628,Subway Georgia 1,6.18,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_marketing,SUBWAY,87716,10628,Subway Georgia 1,0.0,8.02
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_marketing,SUBWAY,128609,93954,SUBWAY GEORGIA Tbilisi,0.0,41.73
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,HEALTHY KITCHEN,17332,12557,LTD Fresh Food Line ,9.43,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_obligations_commitments,MCDONALD'S,74827,50081,MC,363.3,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,MCDONALD'S,74827,50081,MC,121.96,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,sp_experiment,DIPSTRIP,142357,66468,I/E Lasha Qituashvili,27.55,82.65
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,other,MCDONALD'S,74827,50081,MC,71.22,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,activation,HEALTHY KITCHEN,17332,12557,LTD Fresh Food Line ,5.58,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,DIPSTRIP,142357,66468,I/E Lasha Qituashvili,26.03,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,NEW ISTANBUL,46539,32227,Ltd New Istanbul,14.03,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,reactivation,HEALTHY KITCHEN,17332,12557,LTD Fresh Food Line ,4.42,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,acquisition,MCDONALD'S,74827,50081,MC,11.12,0.0
2026-W17,GE,Batumi,Nutsa Kotiashvili,SMB,churn,MAMA PIZZA,25671,18277,Entrepreneur Irakli Tavdgiridze,1.52,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,provider_campaign_portal,FRESH BOX,170122,127086,Fresh Box,0.0,6.38
2026-W17,GE,Batumi,Nutsa Kotiashvili,SMB,bolt_plus_campaign,MAMA PIZZA,25671,18277,Entrepreneur Irakli Tavdgiridze,18.14,0.0
2026-W17,GE,Batumi,Nutsa Kotiashvili,SMB,provider_campaign_obligations_commitments,MAMA PIZZA,25671,18277,Entrepreneur Irakli Tavdgiridze,13.08,52.34
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,bolt_plus_campaign,MUGSY'S BURGER,14883,10803,Ltd Mugsy,96.26,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,reactivation,OISHI SUSHI,68591,17842,LTD Money Rolls,9.58,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,OISHI SUSHI,68591,17842,LTD Money Rolls,6.53,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,engagement,OISHI SUSHI,68591,17842,LTD Money Rolls,3.28,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,bolt_plus_campaign,SPECTRA,32810,23045,Entrepreneur Ibrahim Muhamed Iamani  Abdelgavad,103.7,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,sp_reactivation,SPECTRA,32810,23045,Entrepreneur Ibrahim Muhamed Iamani  Abdelgavad,15.71,23.57
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,sp_experiment,SPECTRA,32810,23045,Entrepreneur Ibrahim Muhamed Iamani  Abdelgavad,82.91,248.71
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,acquisition,QUTE'S SHAURMA,120792,87232,LTD Qute 2022,9.02,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,SUBWAY,163976,10628,Subway Georgia 1,3.92,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,sp_engagement,SPECTRA,32810,23045,Entrepreneur Ibrahim Muhamed Iamani  Abdelgavad,23.49,70.48
2026-W17,GE,Tbilisi,Unassigned,SMB,engagement,PAULANER FAN CLUB,12970,9387,Ltd MSR,9.32,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,bolt_plus_campaign,QUTE'S SHAURMA,120792,87232,LTD Qute 2022,37.11,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,acquisition,SPECTRA,32810,23045,Entrepreneur Ibrahim Muhamed Iamani  Abdelgavad,0.82,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,churn,NANAMI,70142,46995,Ltd Nanami,2.57,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,NANAMI,70142,46995,Ltd Nanami,4.74,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,TASTE OF INDIA,17179,12391,LTD taste of India,10.11,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,SELEGINI,168369,125901,Selegini,3.97,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,FATTOOM,94244,63110,LTD Halal Ali Baba Shawarma,37.01,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,provider_campaign_portal,PIZZA HUT,125859,91479,LTD Pizza Food Georgia,0.0,67.22
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,ASIATIQUE RESTAURANT,170244,127174,Asiatique restaurant ,10.79,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_obligations_commitments,MCDONALD'S,74819,50081,MC,381.61,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,reactivation,MCDONALD'S,74819,50081,MC,25.89,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,engagement,MCDONALD'S,74819,50081,MC,14.49,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,MCDONALD'S,74819,50081,MC,147.99,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,churn,MCDONALD'S,74819,50081,MC,25.2,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,HOT WINGS,190006,87304,I/E Karlo Chivadze 2,2.63,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,acquisition,MCDONALD'S,74819,50081,MC,15.09,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,provider_campaign_portal,HOT WINGS,190006,87304,I/E Karlo Chivadze 2,0.0,4.34
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,sp_experiment,GLDANI EXPRESS,61229,16177,Gldani Express,28.37,85.11
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,provider_campaign_portal,WOK24.GE,59544,40495,JSC Sushi mania 3,0.0,11.06
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,bolt_plus_campaign,GLDANI EXPRESS,61229,16177,Gldani Express,47.28,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,engagement,PIZZA DI ROMA,10466,7524,Ltd Di Roma,11.54,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,PIZZA DI ROMA,10466,7524,Ltd Di Roma,23.52,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,sp_reactivation,GLDANI EXPRESS,61229,16177,Gldani Express,31.36,47.04
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,WOK24.GE,59544,40495,JSC Sushi mania 3,2.2,0.0
2026-W17,GE,Tbilisi,Nutsa Kotiashvili,SMB,bolt_plus_campaign,LUCKY BAKERY,194155,144477,Lucky bakery ,0.83,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,sp_engagement,GLDANI EXPRESS,61229,16177,Gldani Express,2.58,7.75
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,GURMANIA-MERDINI,38854,10605,Ltd Gurmania,6.38,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,acquisition,WOK24.GE,59544,40495,JSC Sushi mania 3,1.33,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,engagement,OISHI SUSHI,104519,17842,LTD Money Rolls,6.03,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,other,OISHI SUSHI,104519,17842,LTD Money Rolls,1.59,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,activation,PIZZA DI ROMA,22683,7524,Ltd Di Roma,3.11,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,ELIT RESTAURANT,51568,35542,LLC Elit Divan,6.3,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,engagement,PIZZA DI ROMA,22683,7524,Ltd Di Roma,13.59,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,churn,PIZZA DI ROMA,22683,7524,Ltd Di Roma,15.69,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,PIZZA DI ROMA,22683,7524,Ltd Di Roma,10.2,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_marketing,DUNKIN',88394,16992,Dunkin’,0.0,20.08
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,acquisition,DUNKIN',88394,16992,Dunkin’,3.32,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,reactivation,PIZZA DI ROMA,56879,7524,Ltd Di Roma,4.59,0.0
2026-W17,GE,Tbilisi,Nino Shanshiashvili,Mid-market,churn,PIZZA DI ROMA,56879,7524,Ltd Di Roma,11.73,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,DR. CAFE,104962,73647,LTD Dr. Cafe,34.66,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,engagement,DR. CAFE,104962,73647,LTD Dr. Cafe,3.47,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,ZOO HUB,129348,94580,ZOO HUB Tbilisi,1.42,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,engagement,MACHAKHELA SAMIKITNO,19099,12309,LTD Machakhela-samikitno,10.59,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,acquisition,MCDONALD'S,76106,50089,MC Batumi,15.42,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,provider_campaign_obligations_commitments,MCDONALD'S,76106,50089,MC Batumi,87.07,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,reactivation,MCDONALD'S,76106,50089,MC Batumi,8.81,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_portal,DOMINO'S PIZZA,184718,30938,Domino's Pizza,0.0,231.72
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,MCDONALD'S,76106,50089,MC Batumi,9.94,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,HARAKI,48444,33466,Entrepreneur Irina Chopliani,8.35,0.0
2026-W17,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,GREEN BUFFET N1 DIGOMI,93304,64031,LTD GBN1 Group,5.82,0.0
2026-W17,GE,Tbilisi,Nino Chakhvashvili,Enterprise,engagement,DOMINO'S PIZZA,184718,30938,Domino's Pizza,0.61,0.0
2026-W17,GE,Batumi,Nino Chakhvashvili,Enterprise,churn,MCDONALD'S,76106,50089,MC Batumi,6.99,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,other,TSETSKHLI AINTO,116666,83722,LTD Messi 2022,23.5,0.0
2026-W17,GE,Tbilisi,Mariam Gadelia,Mid-market,bolt_plus_campaign,TSETSKHLI AINTO,116666,83722,LTD Messi 2022,16.03,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Mid-market,bolt_plus_campaign,ALEXANDRIA,82097,55211,MBH Group LLC,252.18,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_marketing,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,0.0,176.4
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,churn,BALANCE EXPRESS,166578,113874,BALANCE EXPRESS Tbilisi,15.45,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Mid-market,churn,ALEXANDRIA,82097,55211,MBH Group LLC,10.31,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,reactivation,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,35.83,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Mid-market,provider_campaign_obligations_commitments,ALEXANDRIA,82097,55211,MBH Group LLC,178.64,178.64
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Mid-market,engagement,ALEXANDRIA,82097,55211,MBH Group LLC,34.03,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,other,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,97.54,0.0
2026-W15,GE,Tbilisi,Unassigned,SMB,other,KIEVURI,75167,35305,Kievuri,10.55,0.0
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,provider_campaign_obligations_commitments,BALANCE EXPRESS,166578,113874,BALANCE EXPRESS Tbilisi,3.45,5.17
2026-W15,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,PLOVER BAR,76901,51398,I/E Aleksandr Markovich,8.77,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Mid-market,reactivation,ALEXANDRIA,82097,55211,MBH Group LLC,21.42,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,SMB,acquisition,NIKA,79418,53218,I/E Dmitrii Nikolaev,4.02,0.0
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,reactivation,BALANCE EXPRESS,166578,113874,BALANCE EXPRESS Tbilisi,3.62,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,acquisition,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,23.18,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,engagement,KFC GEORGIA,150068,111675,KFC GEORGIA Tbilisi,0.52,0.0
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,engagement,MINI DUBAI,94245,63110,LTD Halal Ali Baba Shawarma,2.8,0.0
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,MINI DUBAI,94245,63110,LTD Halal Ali Baba Shawarma,32.64,0.0
2026-W15,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,SOUP KITCHEN,84666,57214,E/I Giorgi Putkaradze,6.15,0.0
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,churn,MINI DUBAI,94245,63110,LTD Halal Ali Baba Shawarma,3.38,0.0
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,IMPERI VAZISUBANI,157383,24738,LTD Fox,4.13,0.0
2026-W15,GE,Tbilisi,Mariam Gadelia,Mid-market,bolt_plus_campaign,SHAURMA CLUB,64959,28472,Shaurma Club,82.35,0.0
2026-W15,GE,Tbilisi,Mariam Gadelia,Mid-market,provider_campaign_obligations_commitments,SHAURMA CLUB,41103,28472,Shaurma Club,94.27,141.41
2026-W15,GE,Batumi,Nino Chakhvashvili,Enterprise,provider_campaign_obligations_commitments,MCDONALD'S,74834,50089,MC Batumi,579.5,0.0
2026-W15,GE,Tbilisi,Mariam Gadelia,Mid-market,provider_campaign_profit_generator,SHAURMA CLUB,64959,28472,Shaurma Club,84.05,84.05
2026-W15,GE,Batumi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,MCDONALD'S,74834,50089,MC Batumi,65.8,0.0
2026-W15,GE,Batumi,Nino Chakhvashvili,Enterprise,churn,MCDONALD'S,74834,50089,MC Batumi,29.11,0.0
2026-W15,GE,Batumi,Nino Chakhvashvili,Enterprise,activation,MCDONALD'S,74834,50089,MC Batumi,22.0,0.0
2026-W15,GE,Tbilisi,Mariam Gadelia,Mid-market,provider_campaign_profit_generator,SHAURMA CLUB,41103,28472,Shaurma Club,78.93,78.93
2026-W15,GE,Tbilisi,Mariam Gadelia,Mid-market,provider_campaign_obligations_commitments,SHAURMA CLUB,64959,28472,Shaurma Club,60.46,90.68
2026-W15,GE,Tbilisi,Mariam Gadelia,Mid-market,bolt_plus_campaign,SHAURMA CLUB,41103,28472,Shaurma Club,77.66,0.0
2026-W15,GE,Batumi,Nino Chakhvashvili,Enterprise,acquisition,MCDONALD'S,74834,50089,MC Batumi,33.92,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,Mid-market,sp_experiment,WHITE BATUMI 2,154716,34996,LTD Khoshneti,46.28,138.84
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_marketing,SUBWAY,128609,93954,SUBWAY GEORGIA Tbilisi,0.0,16.46
2026-W15,GE,Batumi,Nutsa Kotiashvili,Mid-market,sp_reactivation,WHITE BATUMI 2,154716,34996,LTD Khoshneti,17.25,25.87
2026-W15,GE,Batumi,Nutsa Kotiashvili,Mid-market,bolt_plus_campaign,WHITE BATUMI 2,154716,34996,LTD Khoshneti,43.74,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,Mid-market,sp_activation,WHITE BATUMI 2,154716,34996,LTD Khoshneti,10.54,15.82
2026-W15,GE,Batumi,Nutsa Kotiashvili,SMB,churn,YUMMY BATUMI,143389,106423,yummy,5.05,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,Mid-market,acquisition,WHITE BATUMI 2,154716,34996,LTD Khoshneti,17.25,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,Mid-market,sp_engagement,WHITE BATUMI 2,154716,34996,LTD Khoshneti,9.94,29.82
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,SUBWAY,128609,93954,SUBWAY GEORGIA Tbilisi,3.36,0.0
2026-W15,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,BEST SHAURMA,14496,10516,Ltd Tesa,1.86,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,provider_campaign_obligations_commitments,MCDONALD'S,74827,50081,MC,448.7,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,engagement,MCDONALD'S,74827,50081,MC,10.42,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,bolt_plus_campaign,MCDONALD'S,74827,50081,MC,121.06,0.0
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,bolt_plus_campaign,DIPSTRIP,142357,66468,I/E Lasha Qituashvili,17.35,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,reactivation,MCDONALD'S,74827,50081,MC,16.84,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,SMB,activation,PUSPUSI,120720,87178,I/E Teona Kamladze,2.15,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,other,MCDONALD'S,74827,50081,MC,97.24,0.0
2026-W15,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,NEW ISTANBUL,46539,32227,Ltd New Istanbul,14.14,0.0
2026-W15,GE,Tbilisi,Unassigned,SMB,acquisition,BEST SHAURMA,14496,10516,Ltd Tesa,3.16,0.0
2026-W15,GE,Tbilisi,Mariam Gadelia,SMB,engagement,RACHVELEBI - THE FASTEST,84793,50925,LTD Tiera Group,4.24,0.0
2026-W15,GE,Tbilisi,Nino Shanshiashvili,Mid-market,sp_experiment,DIPSTRIP,142357,66468,I/E Lasha Qituashvili,17.29,51.86
2026-W15,GE,Tbilisi,Unassigned,SMB,churn,BEST SHAURMA,14496,10516,Ltd Tesa,9.24,0.0
2026-W15,GE,Tbilisi,Mariam Gadelia,SMB,bolt_plus_campaign,RACHVELEBI - THE FASTEST,84793,50925,LTD Tiera Group,5.27,0.0
2026-W15,GE,Tbilisi,Nino Chakhvashvili,Enterprise,activation,MCDONALD'S,74827,50081,MC,5.22,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,SMB,bolt_plus_campaign,MAMA PIZZA,25671,18277,Entrepreneur Irakli Tavdgiridze,3.84,0.0
2026-W15,GE,Tbilisi,Mariam Gadelia,Mid-market,bolt_plus_campaign,MUGSY'S BURGER,14883,10803,Ltd Mugsy,21.85,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,SMB,acquisition,MAMA PIZZA,25671,18277,Entrepreneur Irakli Tavdgiridze,12.29,0.0
2026-W15,GE,Batumi,Nutsa Kotiashvili,SMB,bolt_plus_campaign,ROYAL BATUMI,135039,99392,ROYAL BATUMI Batumi,1.58,0.0
2026-W15,GE,Tbilisi,Unassigned,SMB,bolt_plus_campaign,LUMIER'S CHIMNEY CAKE,75136,14363,LTD Lumiers Chimney Cake,3.48,0.0
2026-W15,GE,Tbilisi,Mariam Gadelia,Mid-market,sp_reactivation,SPECTRA,32810,23045,Entrepreneur Ibrahim Muhamed Iamani  Abdelgavad,37.68,56.52
